contradiction_id,node_id_1,node_id_2,relationship_type,description,conflicting_sources,resolution_status
CONTR_602,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_603,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_604,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_605,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_606,,,contradicts,Вопросы выбора параметров связей конечной жёсткости и их калибровки остаются нерешёнными.,ГП № 4-2025.pdf,open
CONTR_607,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_608,,,contradicts,Противоречий в тексте не обнаружено,ГП № 4-2025.pdf,open
CONTR_609,,,contradicts,Проблемы с методической базой по проектированию вентиляции,ГП № 4-2025.pdf,open
CONTR_610,,,contradicts,Противоречие в определении лобового аэродинамического сопротивления,ГП № 4-2025.pdf,open
CONTR_611,,,contradicts,Различия в классификации аэродинамических сопротивлений в России и за рубежом,ГП № 4-2025.pdf,open
CONTR_612,,,contradicts,"Сомнения в рекомендациях Руководства по проектированию вентиляции угольных шахт относительно величины общего шахтного аэродинамического сопротивления, обусловленного местными потерями",ГП № 4-2025.pdf,open
CONTR_613,,,contradicts,Противоречие в классификации аэродинамических сопротивлений,ГП № 4-2025.pdf,open
CONTR_614,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_615,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_616,,,contradicts,Двоякое мнение о цифровой трансформации в горно-металлургическом секторе,ГП № 4-2025.pdf,open
CONTR_617,,,contradicts,Двойственная роль государственной политики в цифровой трансформации,ГП № 4-2025.pdf,open
CONTR_618,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_619,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_620,,,contradicts,"Стандарт не является нормативно-правовым документом, но компании всё равно вносятся в базу данных ЭКГ-рейтинга по умолчанию.",ГП № 4-2025.pdf,open
CONTR_621,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_622,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_623,,,contradicts,Отсутствие комплексного подхода для решения вопросов транспортного планирования,ГП № 4-2025.pdf,open
CONTR_624,,,contradicts,Противоречие между высокой стоимостью и низкой надежностью теплоизоляционных материалов,ГП № 4-2025.pdf,open
CONTR_625,,,contradicts,"Повышение температуры газов в цилиндре, вызванное теплоизолирующей вставкой, повышает полноту сгорания топлива, тем самым увеличивая эффективный КПД двигателя, но при этом происходит снижение коэффициента избытка воздуха",ГП № 4-2025.pdf,open
CONTR_626,,,contradicts,Широкое распространение дизельных двигателей с частичной теплоизоляцией камеры сгорания сдерживается из-за большей стоимости и невысокой надежности материалов теплоизоляции,ГП № 4-2025.pdf,open
CONTR_627,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_628,,,contradicts,Необходимость подбора материала с оптимальным сочетанием свойств и характеристик для теплоизоляции камеры сгорания,ГП № 4-2025.pdf,open
CONTR_629,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_630,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_631,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_632,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_633,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_634,,,contradicts,Низкая эффективность очистки по взвешенным веществам,ГП № 4-2025.pdf,open
CONTR_635,,,contradicts,Недостаточная эффективность очистки по органическим загрязнениям,ГП № 4-2025.pdf,open
CONTR_636,,,contradicts,"Отсутствие эффекта очистки по нитратам, нитритам, железу общему, сульфатам, по хлоридам",ГП № 4-2025.pdf,open
CONTR_637,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_638,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_639,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_640,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_641,,,contradicts,Противоречие между ожидаемым уменьшением потока газа при увеличении нагрузки и фактическим увеличением потока газа после достижения определенного давления.,ГП № 4-2025.pdf,open
CONTR_642,,,contradicts,,ГП № 4-2025.pdf,open
CONTR_643,,,contradicts,Нет противоречий,ГП № 4-2025.pdf,open
CONTR_644,,,contradicts,Статистика Геологической службы США по добыче лития не всегда корректно интерпретируется,ГП № 4-2025.pdf,open
CONTR_645,,,contradicts,Противоречие между стремлением Евросоюза к климатической нейтральности и необходимостью увеличения добычи лития в Португалии,ГП № 4-2025.pdf,open
CONTR_646,,,contradicts,Низкая добыча лития в Португалии при относительно высоких запасах.,ГП № 4-2025.pdf,open
CONTR_647,,,contradicts,"Португалия входит в перечень стран – производителей лития, но не является производителем «товарного» лития",ГП № 4-2025.pdf,open
CONTR_648,,,contradicts,Противоречие между разработкой литиевых месторождений и экологическими требованиями,ГП № 4-2025.pdf,open
CONTR_649,,,contradicts,Задержки в реализации проектов по разработке литиевых месторождений,ГП № 4-2025.pdf,open
CONTR_650,,,contradicts,"Отсутствие единого мнения о том, какой ксантогенат следует использовать в тендерах",ГП № 5-2025.pdf,open
CONTR_651,,,contradicts,Разрыв между пониманием проблемы на высшем государственном уровне и работой специалистов на местах,ГП № 5-2025.pdf,open
CONTR_652,,,contradicts,"нет практики использования нового продукта, но есть успешные испытания",ГП № 5-2025.pdf,open
CONTR_653,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_654,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_655,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_656,,,contradicts,Разные утверждения о повышении несущей способности закладочного материала при объемном сжатии,ГП № 5-2025.pdf,open
CONTR_657,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_658,,,contradicts,Отсутствие адаптированных методик нормирования бульдозерных работ,ГП № 5-2025.pdf,open
CONTR_659,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_660,,,contradicts,Методы численного моделирования для оценки сейсмического воздействия буровзрывных работ остаются недостаточно разработанными,ГП № 5-2025.pdf,open
CONTR_661,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_662,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_663,,,contradicts,Сложность интерпретации и адаптации математических конструкций в рамках проблемной области,ГП № 5-2025.pdf,open
CONTR_664,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_665,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_666,,,contradicts,Модели оптимизации не способны учесть все типы неопределенности и рисков недропользования.,ГП № 5-2025.pdf,open
CONTR_667,,,contradicts,"Влияние негативных факторов взрыва является основным ограничивающим условием, препятствующим совмещению работ по монтажу солнечных панелей и эксплуатации в выработанном пространстве карьера созданных на их основе электростанций",ГП № 5-2025.pdf,open
CONTR_668,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_669,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_670,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_671,,,contradicts,"В условиях обводненности КГШ на шахтных самосвалах лучше всего работают шины протекторного типа, а шины типа L5S более эффективны в том случае, если самосвал работает на одном горизонте и на коротких плечах",ГП № 5-2025.pdf,open
CONTR_672,,,contradicts,Испытания FOPS по ГОСТ ISO 3449–2014 могут быть недостаточно строгими для реальных условий эксплуатации карьерной техники,ГП № 5-2025.pdf,open
CONTR_673,,,contradicts,Тенденции производительности труда в угледобыче,ГП № 5-2025.pdf,open
CONTR_674,,,contradicts,Снижение производства и потребления угля в США,ГП № 5-2025.pdf,open
CONTR_675,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_676,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_677,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_678,,,contradicts,Противоречий в тексте не обнаружено,ГП № 5-2025.pdf,open
CONTR_679,,,contradicts,Влияние температуры на потери от смерзания при выпуске руды,ГП № 5-2025.pdf,open
CONTR_680,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_681,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_682,,,contradicts,Противоречия в оценке влияния температуры и влажности на потери руды при донном выпуске,ГП № 5-2025.pdf,open
CONTR_683,,,contradicts,Различия в подходах к расчёту напряжений в массиве горных пород,ГП № 5-2025.pdf,open
CONTR_684,,,contradicts,Различия в результатах осреднения по классическому пути решения проблемы и методу наименьших квадратов,ГП № 5-2025.pdf,open
CONTR_685,,,contradicts,Противоречия в чувствительности к удару различных образцов эмульсионных взрывчатых веществ,ГП № 5-2025.pdf,open
CONTR_686,,,contradicts,нет противоречий,ГП № 5-2025.pdf,open
CONTR_687,,,contradicts,Противоречие в эффективности механизма кондуктивного разогрева пастообразных взрывчатых материалов при адиабатическом сжатии газовых полостей во время удара,ГП № 5-2025.pdf,open
CONTR_688,,,contradicts,Физико-механические свойства хвостов переработки медно-порфировых руд месторождений Российской Федерации на момент проектирования не были изучены,ГП № 5-2025.pdf,open
CONTR_689,,,contradicts,Противоречие в определении критического давления для инициирования взрыва ПЭВВ Березит®,ГП № 5-2025.pdf,open
CONTR_690,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_691,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_692,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_693,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_694,,,contradicts,Нет противоречий,ГП № 5-2025.pdf,open
CONTR_695,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_696,,,contradicts,Отсутствие адаптивных метрик для учёта специфических условий эксплуатации горного оборудования,ГП № 5-2025.pdf,open
CONTR_697,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_698,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_699,,,contradicts,Освоение месторождений золота в Республике Тыва сдерживается комплексом факторов,ГП № 5-2025.pdf,open
CONTR_700,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_701,,,contradicts,Противоречия в оценке прогнозных ресурсов,ГП № 5-2025.pdf,open
CONTR_702,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_703,,,contradicts,Применение роботизированных горнотехнических систем и безлюдных технологий добычи полезных ископаемых порождает многочисленные проблемы и задачи.,ГП № 5-2025.pdf,open
CONTR_704,,,contradicts,Отсутствие нормативной базы и несоответствие технологической среды могут сдерживать внедрение роботизированных технологий в горнодобывающей промышленности.,ГП № 5-2025.pdf,open
CONTR_705,,,contradicts,Противоречие между необходимостью роботизации и сложностью внедрения на существующих предприятиях,ГП № 5-2025.pdf,open
CONTR_706,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_707,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_708,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_709,,,contradicts,Отсутствие комплексной методологии оценки влияния цифровизации на трансформацию структуры трудовых ресурсов в специфических условиях угольной промышленности,ГП № 5-2025.pdf,open
CONTR_710,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_711,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_712,,,contradicts,Технический потенциал струйного аппарата и патента [17] не раскрыт в полной мере.,ГП № 5-2025.pdf,open
CONTR_713,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_714,,,contradicts,Несвоевременная остановка работы двигателей приводит к значительным затратам на капитальный ремонт.,ГП № 5-2025.pdf,open
CONTR_715,,,contradicts,Различия в минерализации и дебите рассола в разных скважинах месторождения Сакар,ГП № 5-2025.pdf,open
CONTR_716,,,contradicts,Влияние содержания элементов на работоспособность масла,ГП № 5-2025.pdf,open
CONTR_717,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_718,,,contradicts,,ГП № 5-2025.pdf,open
CONTR_719,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_720,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_721,,,contradicts,нет противоречий,ГП № 6-2025.pdf,open
CONTR_722,,,contradicts,Разрыв между трехмерным моделированием и подготовкой итоговой графической документации на горнодобывающих предприятиях России.,ГП № 6-2025.pdf,open
CONTR_723,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_724,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_725,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_726,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_727,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_728,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_729,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_730,,,contradicts,"Необходимость разработки современной методики оценки исчисления размера ущерба, наносимого промышленными объектами коренным народам",ГП № 6-2025.pdf,open
CONTR_731,,,contradicts,"Противоречие в оценке ущерба, причиненного КМНС в результате хозяйственной деятельности предприятия",ГП № 6-2025.pdf,open
CONTR_732,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_733,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_734,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_735,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_736,,,contradicts,Дефицит специалистов в минерально-сырьевом комплексе при недостаточном выпуске горных инженеров,ГП № 6-2025.pdf,open
CONTR_737,,,contradicts,Разрыв между требованиями работодателей и уровнем подготовки выпускников по цифровым компетенциям,ГП № 6-2025.pdf,open
CONTR_738,,,contradicts,Отсутствие объективных данных о соответствии квалификации выпускников требованиям цифровизированного производства,ГП № 6-2025.pdf,open
CONTR_739,,,contradicts,Неразработанность методологии интеграции цифровых технологий в формирование практических навыков,ГП № 6-2025.pdf,open
CONTR_740,,,contradicts,Недостаточное понимание механизмов взаимодействия вузов и предприятий,ГП № 6-2025.pdf,open
CONTR_741,,,contradicts,Дефицит лонгитюдных исследований карьерных траекторий выпускников,ГП № 6-2025.pdf,open
CONTR_742,,,contradicts,Разрыв между объемами подготовки специалистов и потребностями отрасли,ГП № 6-2025.pdf,open
CONTR_743,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_744,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_745,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_746,,,contradicts,Противоречия в методах прогнозирования геодинамических явлений,ГП № 6-2025.pdf,open
CONTR_747,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_748,,,contradicts,Сложности перевода графического языка схем и рисунков на язык программного обеспечения,ГП № 6-2025.pdf,open
CONTR_749,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_750,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_751,,,contradicts,Отсутствие комплексной методологии оценки экономической эффективности,ГП № 6-2025.pdf,open
CONTR_752,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_753,,,contradicts,"Снижение инвестиций в 2022 г. обусловлено макроэкономической нестабильностью и ростом себестоимости добычи, приведшими к сокращению инвестиционных программ 50% предприятий горно-металлургического комплекса.",ГП № 6-2025.pdf,open
CONTR_754,,,contradicts,Различия в показателях эффективности внедрения IoT-решений,ГП № 6-2025.pdf,open
CONTR_755,,,contradicts,Противоречие между ожиданиями значительного сокращения издержек и реальными результатами,ГП № 6-2025.pdf,open
CONTR_756,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_757,,,contradicts,Реализация потенциала цифровой трансформации сталкивается с рядом серьезных барьеров,ГП № 6-2025.pdf,open
CONTR_758,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_759,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_760,,,contradicts,Ограниченность метода дифференциальной спутниковой интерферометрии в районах с низкими скоростями смещений,ГП № 6-2025.pdf,open
CONTR_761,,,contradicts,Отсутствие единой концепции формирования технологических процессов для реализации эколого-сбалансированных решений,ГП № 6-2025.pdf,open
CONTR_762,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_763,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_764,,,contradicts,"Отсутствие систематических исследований, количественно оценивающих вклад отдельных компонентов цифровой инфраструктуры в совокупный экономический эффект.",ГП № 6-2025.pdf,open
CONTR_765,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_766,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_767,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_768,,,contradicts,Нет противоречий,ГП № 6-2025.pdf,open
CONTR_769,,,contradicts,Влияние загрязнения NOx на NPP,ГП № 6-2025.pdf,open
CONTR_770,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_771,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_772,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_773,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_774,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_775,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_776,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_777,,,contradicts,Волатильность мирового рынка лития может негативно сказаться на экономике проекта.,ГП № 6-2025.pdf,open
CONTR_778,,,contradicts,Удалённость месторождения как ограничительный фактор,ГП № 6-2025.pdf,open
CONTR_779,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_780,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_781,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_782,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_783,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_784,,,contradicts,"Низкая плотность дорог сдерживает экономическое развитие, но автомобильный транспорт остаётся основным видом транспорта для грузо- и пассажироперевозок.",ГП № 6-2025.pdf,open
CONTR_785,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_786,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_787,,,contradicts,Противоречий в тексте не обнаружено,ГП № 6-2025.pdf,open
CONTR_788,,,contradicts,Не существует универсального решения для очистки сточных вод всех угледобывающих предприятий,ГП № 6-2025.pdf,open
CONTR_789,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_790,,,contradicts,Отсутствие информации о конкретных экспертах,ГП № 6-2025.pdf,open
CONTR_791,,,contradicts,Отсутствие однозначной корреляции между энергией источника и его спектральным составом,ГП № 6-2025.pdf,open
CONTR_792,,,contradicts,null,ГП № 6-2025.pdf,open
CONTR_793,,,contradicts,"Максимально возможная энергия события, рассчитанная по графику повторяемости, не учитывает блочную структуру массива",ГП № 6-2025.pdf,open
CONTR_794,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_795,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_796,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_797,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_798,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_799,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_800,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_801,,,contradicts,Нет противоречий,ГП № 6-2025.pdf,open
CONTR_802,,,contradicts,Недостаток исследований по построению фотограмметрических моделей в сложных условиях подземных горных выработок,ГП № 6-2025.pdf,open
CONTR_803,,,contradicts,"Разные модели учитывают разные физические и геомеханические факторы, что приводит к различной чувствительности и форме кривых.",ГП № 6-2025.pdf,open
CONTR_804,,,contradicts,Интенсивность воздействия на здания и сооружения не подчиняется известным закономерностям.,ГП № 6-2025.pdf,open
CONTR_805,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_806,,,contradicts,Реальные фактические значения избыточного давления на фронте УВВ от массовых взрывов могут отличаться,ГП № 6-2025.pdf,open
CONTR_807,,,contradicts,Различия в данных о разрушении стекол при взрыве,ГП № 6-2025.pdf,open
CONTR_808,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_809,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_810,,,contradicts,Современные методики оценки действия сейсмовзрывных и ударных воздушных волн не учитывают их совместного действия.,ГП № 6-2025.pdf,open
CONTR_811,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_812,,,contradicts,Противоречие между необходимостью публикации данных о месторождениях и законодательными ограничениями на их распространение,ГП № 6-2025.pdf,open
CONTR_813,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_814,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_815,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_816,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_817,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_818,,,contradicts,,ГП № 6-2025.pdf,open
CONTR_819,,,contradicts,Противоречия в оценке текущего состояния угольной отрасли и возможных путей её развития.,ГП № 2_2026_d.pdf,open
CONTR_820,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_821,,,contradicts,Различия в прогнозах доли российского экспорта угля в международной торговле,ГП № 2_2026_d.pdf,open
CONTR_822,,,contradicts,Противоречия в статье не указаны,ГП № 2_2026_d.pdf,open
CONTR_823,,,contradicts,Противоречие между необходимостью развития угольной генерации и снижением её доли в топливном балансе.,ГП № 2_2026_d.pdf,open
CONTR_824,,,contradicts,Нет противоречий в тексте,ГП № 2_2026_d.pdf,open
CONTR_825,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_826,,,contradicts,Разные подходы к цифровизации в горнодобывающей промышленности,ГП № 2_2026_d.pdf,open
CONTR_827,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_828,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_829,,,contradicts,Традиционный руководитель может не понимать принципов цифровой трансформации,ГП № 2_2026_d.pdf,open
CONTR_830,,,contradicts,Специалисты по цифровой трансформации могут не иметь достаточного производственного опыта,ГП № 2_2026_d.pdf,open
CONTR_831,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_832,,,contradicts,Проблема с контрафактными фильтрами,ГП № 2_2026_d.pdf,open
CONTR_833,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_834,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_835,,,contradicts,Использование дизельного топлива в теплогенераторах не рекомендуется из-за нарушения санитарных требований.,ГП № 2_2026_d.pdf,open
CONTR_836,,,contradicts,Устаревшие подходы к формированию отчетности сохраняются из-за ограниченности функциональных возможностей старой системы,ГП № 2_2026_d.pdf,open
CONTR_837,,,contradicts,Ограниченность результатов исследования обобщёнными данными и неоднородностью социально-экономических и геоэкологических условий угледобывающих регионов,ГП № 2_2026_d.pdf,open
CONTR_838,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_839,,,contradicts,Отсутствие единой системы понятий в области роботизации подземных горных работ.,ГП № 2_2026_d.pdf,open
CONTR_840,,,contradicts,"Отсутствие единого подхода к трактованию терминов «робот», «роботизированный» применительно к технике и механизмам, применяемым в горном деле.",ГП № 2_2026_d.pdf,open
CONTR_841,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_842,,,contradicts,Отсутствие комплексного подхода к оценке влияния технических приемов на эффективность и безопасность БВР,ГП № 2_2026_d.pdf,open
CONTR_843,,,contradicts,Отсутствие численных расчетов по определению радиуса зоны интенсивного пылеобразования,ГП № 2_2026_d.pdf,open
CONTR_844,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_845,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_846,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_847,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_848,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_849,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_850,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_851,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_852,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_853,,,contradicts,"Противоречие между нормативной базой, учитывающей только пиковые воздействия, и реальными эффектами вибрационного загрязнения.",ГП № 2_2026_d.pdf,open
CONTR_854,,,contradicts,Спад добычи железных руд в России после 1990 года,ГП № 2_2026_d.pdf,open
CONTR_855,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_856,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_857,,,contradicts,Противоречие между ускоряющимся спросом на критические минералы и замедляющимися темпами инвестиций в расширение предложения,ГП № 2_2026_d.pdf,open
CONTR_858,,,contradicts,ограничение доступа к западным технологиям переработки сдерживает переход от экспорта концентратов к поставкам продукции глубокой переработки,ГП № 2_2026_d.pdf,open
CONTR_859,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_860,,,contradicts,"Санкции ограничивают доступ к западным технологиям сепарации и рафинирования, что может привести к тому, что Россия останется поставщиком концентратов, а не продукции глубокой переработки.",ГП № 2_2026_d.pdf,open
CONTR_861,,,contradicts,Противоречие между глобальным характером спроса и региональным характером предложения на ключевые минералы.,ГП № 2_2026_d.pdf,open
CONTR_862,,,contradicts,Процесс цифровизации в российской горной промышленности сталкивается с рядом барьеров,ГП № 2_2026_d.pdf,open
CONTR_863,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_864,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_865,,,contradicts,Стохастическое моделирование ценовой динамики более точно оценивает инвестиционную привлекательность горнодобывающих проектов по сравнению с методом дисконтированных денежных потоков (DCF).,ГП № 2_2026_d.pdf,open
CONTR_866,,,contradicts,Стохастическое моделирование показывает более точную оценку NPV горнодобывающих проектов по сравнению с детерминированным методом DCF,ГП № 2_2026_d.pdf,open
CONTR_867,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_868,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_869,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_870,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_871,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_872,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_873,,,contradicts,Отсутствие научного обоснования для длины рабочего участка струи гидромонитора и критериев отнесения пород к группам,ГП № 2_2026_d.pdf,open
CONTR_874,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_875,,,contradicts,"Современные методы пока уступают традиционным по точности, но дают уникальную площадную интерпретацию смещений",ГП № 2_2026_d.pdf,open
CONTR_876,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_877,,,contradicts,Нет противоречий,ГП № 2_2026_d.pdf,open
CONTR_878,,,contradicts,Отсутствие методологии оценки технологической совместимости автоматизированных систем бурения с учетом специфики геомеханических параметров различных геологических формаций,ГП № 2_2026_d.pdf,open
CONTR_879,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_880,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_881,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_882,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_883,,,contradicts,Парадокс роста операционных инвестиций при сжатии вложений в новые проекты,ГП № 2_2026_d.pdf,open
CONTR_884,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_885,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_886,,,contradicts,Отсутствие противоречий,ГП № 2_2026_d.pdf,open
CONTR_887,,,contradicts,Нет противоречий,ГП № 2_2026_d.pdf,open
CONTR_888,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_889,,,contradicts,Противоречия между необходимостью декарбонизации и экономической стабильностью моноресурсных регионов,ГП № 2_2026_d.pdf,open
CONTR_890,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_891,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_892,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_893,,,contradicts,Различные типы детекторов имеют свои преимущества и недостатки,ГП № 2_2026_d.pdf,open
CONTR_894,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_895,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_896,,,contradicts,Разброс результатов испытаний образцов керна нарушенной породы с искусственной трещиной,ГП № 2_2026_d.pdf,open
CONTR_897,,,contradicts,,ГП № 2_2026_d.pdf,open
CONTR_898,,,contradicts,Теоретическое обоснование факторинга как механизма стабилизации операционного цикла горнодобывающих предприятий в условиях сырьевой волатильности остаётся фрагментарным.,ГП № 2_2026_d.pdf,open
