parameter_id,node_id,parameter_name,unit,value,min_value,max_value,context,confidence_level,source_document,extraction_date
PAR_377,FAC_882,азимут простирания,градусы,,290,50,системы протяженных блокообразующих трещин,High,ГП № 2-2024.pdf,2026-07-03
PAR_378,FAC_882,угол падения,градусы,,40,70,системы протяженных блокообразующих трещин,High,ГП № 2-2024.pdf,2026-07-03
PAR_379,PRO_875,Частота,Гц,,1,100,Вибрационное воздействие на угольный массив,High,ГП № 2-2024.pdf,2026-07-03
PAR_380,PRO_884,Проницаемость,,,,,Изменение газопроницаемости угольного массива под воздействием вибрации,High,ГП № 2-2024.pdf,2026-07-03
PAR_381,MAT_886,Трещиноватость,см,,0.1,5.0,Характеристики трещин в породном массиве,High,ГП № 2-2024.pdf,2026-07-03
PAR_382,MAT_886,Расстояние между трещинами,м,,0.05,2.0,Характеристики трещин в породном массиве,High,ГП № 2-2024.pdf,2026-07-03
PAR_383,PRO_898,Тип покрытия,,Многослойные покрытия,,,Создание покрытий на лопастях рабочих колес,High,ГП № 2-2024.pdf,2026-07-03
PAR_384,EQU_897,Наработка до капитального ремонта,Часы,,1000,6500,"Установленная производителем наработка до капитального ремонта центробежных насосов составляет 6500 часов, но фактическая наработка не превышает 1000 часов из-за интенсивных условий эксплуатации и износа деталей.",High,ГП № 2-2024.pdf,2026-07-03
PAR_385,EQU_902,ресурс,,,,,повышается при применении дополнительной обработки методом холодного газодинамического напыления,High,ГП № 2-2024.pdf,2026-07-03
PAR_386,PRO_908,Количество трещин,трещин на метр,,"1,5",30,,High,ГП № 2-2024.pdf,2026-07-03
PAR_387,PRO_909,Качество породы,%,,10,90,,High,ГП № 2-2024.pdf,2026-07-03
PAR_388,MAT_920,выбросы,млн т-экв СО2/год,"1,41",,,г. Кызыл,High,ГП № 2-2024.pdf,2026-07-03
PAR_389,PRO_922,способность к поглощению,млн т-экв СО2/год,"7,46",,,Республика Тыва,High,ГП № 2-2024.pdf,2026-07-03
PAR_390,FAC_925,Общий экономический эффект,млн долл.,4480,,,Монетизированный для собственника ресурса – горная рента и оставленная стоимость,High,ГП № 2-2024.pdf,2026-07-03
PAR_391,FAC_925,Макроэкономическое влияние проекта,%,,10,12,Влияние на ВВП Кыргызской Республики в разные годы,High,ГП № 2-2024.pdf,2026-07-03
PAR_392,FAC_418,Абсолютная рента,%,6,,,Определена на основе первого Соглашения геолого-экономической оценки 1990 г.,High,ГП № 2-2024.pdf,2026-07-03
PAR_393,FAC_418,Дифференциальная рента II,%,26.7,,,"Разница между первой и второй оценкой, выполненной инвестиционной стороной",High,ГП № 2-2024.pdf,2026-07-03
PAR_394,FAC_418,Рентабельность,%,,,,Границы абсолютной и дифференциальной II видов ренты,High,ГП № 2-2024.pdf,2026-07-03
PAR_395,MAT_926,Концентрация,млрд т,,"21,5","55,0",Глобальные выбросы с 1990 по 2018 год,High,ГП № 2-2024.pdf,2026-07-03
PAR_396,FAC_418,Запасы золота,тонны,"716,4",,,Первоначальная оценка 1989 года,High,ГП № 2-2024.pdf,2026-07-03
PAR_397,FAC_418,Объём добычи золота,тонны,953,,,На настоящий момент,High,ГП № 2-2024.pdf,2026-07-03
PAR_398,PRO_931,Средний уровень процентной ставки,,,,,Определяет границу между заработанной прибылью и рентой.,High,ГП № 2-2024.pdf,2026-07-03
PAR_399,FAC_935,Ассимиляционный потенциал,т-экв СО2/год,"1,39 млн",,,Поглощение антропогенных выбросов CO2,High,ГП № 2-2024.pdf,2026-07-03
PAR_400,FAC_936,Ассимиляционный потенциал,т-экв СО2/год,"6,07 млн",,,Поглощение антропогенных выбросов CO2,High,ГП № 2-2024.pdf,2026-07-03
PAR_401,FAC_417,Доля платежей на территории Кыргызской Республики,%,40.3,,,При 100%-ном или ином долевом распределении прибыли,High,ГП № 2-2024.pdf,2026-07-03
PAR_402,FAC_417,Доля вывода за границу прибыли,%,59.7,,,При 100%-ном или ином долевом распределении прибыли,High,ГП № 2-2024.pdf,2026-07-03
PAR_403,ORG_937,Предельный коэффициент вскрыши,,29,,,Для получения максимального и оптимального чистого денежного потока по ТЭО 2020 г.,High,ГП № 2-2024.pdf,2026-07-03
PAR_404,FAC_417,срок производства и продаж,месяцы,1,1,1,Производство и продажи золота,High,ГП № 2-2024.pdf,2026-07-03
PAR_405,FAC_417,количество продаж в год,штуки,10-12,10,12,Объем продаж золота в год,High,ГП № 2-2024.pdf,2026-07-03
PAR_406,FAC_958,доля в ВРП,%,40,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_407,FAC_958,объем производства,млн т,,,,2023 год,High,ГП № 3-2024.pdf,2026-07-03
PAR_408,EQU_959,мощность двигателя,л.с.,1167,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_409,EQU_959,максимальная глубина копания,м,3.2,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_410,EQU_959,высота,м,14.5,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_411,EQU_959,радиус копания,м,13.3,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_412,EQU_959,максимальная скорость,км/ч,2.8,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_413,EQU_959,плотность,т/м3,1.78,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_414,MAT_962,предел текучести,МПа,,550,1500,толщины менее 8 мм,High,ГП № 3-2024.pdf,2026-07-03
PAR_415,EQU_970,Мощность,л.с.,200,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_416,EQU_975,количество передач,,8,,,в каждом диапазоне,High,ГП № 3-2024.pdf,2026-07-03
PAR_417,PRO_981,Критический диаметр,мм,,32,110,Для удержания заряда в вертикальных скважинах,High,ГП № 3-2024.pdf,2026-07-03
PAR_418,MAT_987,толщина,мм,,"4,0","7,99",,High,ГП № 3-2024.pdf,2026-07-03
PAR_419,MAT_988,толщина,мм,,"2,5",20,,High,ГП № 3-2024.pdf,2026-07-03
PAR_420,MAT_989,толщина,мм,,"2,5",20,,High,ГП № 3-2024.pdf,2026-07-03
PAR_421,MAT_990,толщина,мм,,"2,5",20,,High,ГП № 3-2024.pdf,2026-07-03
PAR_422,MAT_991,толщина,мм,,3,15,,High,ГП № 3-2024.pdf,2026-07-03
PAR_423,MAT_998,объем,млрд т,,100,,на поверхности территории Российской Федерации,High,ГП № 3-2024.pdf,2026-07-03
PAR_424,MAT_998,объем,млрд т,,40,,на территории Республики Казахстан,High,ГП № 3-2024.pdf,2026-07-03
PAR_425,FAC_1000,Объем производства апатитового концентрата,т,"более 2,3 млн",,,Ежегодно,High,ГП № 3-2024.pdf,2026-07-03
PAR_426,FAC_212,Количество посетителей,человек,78 698,,,Посещаемость выставки EXPO в 2024 году,High,ГП № 3-2024.pdf,2026-07-03
PAR_427,FAC_212,Площадь проектов,м2,200 800,,,Общая площадь проектов на выставке EXPO,High,ГП № 3-2024.pdf,2026-07-03
PAR_428,EQU_1007,производительность по руде,т/ч,,,20,в зависимости от свойств руды,High,ГП № 3-2024.pdf,2026-07-03
PAR_429,EQU_1007,извлечение золота,,,,,в зависимости от свойств руды,High,ГП № 3-2024.pdf,2026-07-03
PAR_430,EQU_1007,температурный диапазон эксплуатации,°C,,-45,45,,High,ГП № 3-2024.pdf,2026-07-03
PAR_431,EQU_1007,режим работы,,"сезонный/круглогодичный, круглосуточный",,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_432,EQU_1007,мобильность/возможность перевозки установки,,да,,,обслуживание автокраном,High,ГП № 3-2024.pdf,2026-07-03
PAR_433,EQU_1007,водоснабжение,м³/ч,~100,,,замкнутый водооборот,High,ГП № 3-2024.pdf,2026-07-03
PAR_434,EQU_1007,энергопотребление,МВт,"~1,5",,,в зависимости от свойств руды и комплектации,High,ГП № 3-2024.pdf,2026-07-03
PAR_435,EQU_1007,система автоматизированного управления процессом,,полная автоматизация,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_436,EQU_1007,занимаемая площадь (без учета ДСК),м²,285,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_437,EQU_1007,количество контейнеров,единиц,,7,,в зависимости от комплектации,High,ГП № 3-2024.pdf,2026-07-03
PAR_438,EQU_1007,тип контейнеров,,20” High Cube,,,"с отделяемыми стенками, утепленные/не-утепленные, комплектно с инженерными системами",High,ГП № 3-2024.pdf,2026-07-03
PAR_439,FAC_1010,температура эксплуатации,°C,,-60,-70,Арктическая зона и прилегающие экстремально холодные территории,High,ГП № 3-2024.pdf,2026-07-03
PAR_440,PRO_1014,Ток утечки,А,,,,При закорачивании повреждённой фазы сети на землю,High,ГП № 3-2024.pdf,2026-07-03
PAR_441,EQU_1015,Состояние ключа,,1 или 0,,,В зависимости от временного интервала,High,ГП № 3-2024.pdf,2026-07-03
PAR_442,PRO_1022,Напряжение,кВ,"3,3",,,Напряжение в сети при заземлении повреждённой фазы,High,ГП № 3-2024.pdf,2026-07-03
PAR_443,EQU_1024,Сопротивление утечки,Ом,100 Ом,,,При обнаружении повреждённой фазы,High,ГП № 3-2024.pdf,2026-07-03
PAR_444,EQU_1024,Напряжение сети,В,1140 В,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_445,EQU_1026,Напряжение,кВ,"3,3",,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_446,EQU_1046,форма алмазных сегментов,,,,,при прочностном анализе,High,ГП № 3-2024.pdf,2026-07-03
PAR_447,MAT_1053,Максимальное напряжение,МПа,,"93,04","103,7",При распиловке камня,High,ГП № 3-2024.pdf,2026-07-03
PAR_448,EQU_1060,производительность,т/ч,7200,,,при номинальной разгрузочной щели на материале с временным сопротивлением сжатию до 250 МПа,High,ГП № 3-2024.pdf,2026-07-03
PAR_449,EQU_1060,грузоподъемность принимаемых автосамосвалов,т,,130,240,,High,ГП № 3-2024.pdf,2026-07-03
PAR_450,EQU_1060,размер куска питания,мм,,,1500,по максимальному измерению,High,ГП № 3-2024.pdf,2026-07-03
PAR_451,EQU_1060,размер максимального куска продукта,мм,300,,,"по пятипроцентному остатку на квадратной ячейке, на номинальной разгрузочной щели дробилки",High,ГП № 3-2024.pdf,2026-07-03
PAR_452,EQU_1060,температура окружающей среды,°C,,-35,39,,High,ГП № 3-2024.pdf,2026-07-03
PAR_453,EQU_1055,Часовая производительность,тонн/час,,,,"Превышает условную среднегодовую на 15–30%, а в отдельных случаях до 40%",High,ГП № 3-2024.pdf,2026-07-03
PAR_454,EQU_1055,Геометрическая вместимость приемного бункера,м3,,,,Зависит от номинальной производительности дробилки,High,ГП № 3-2024.pdf,2026-07-03
PAR_455,EQU_1055,Номинальная производительность дробилки,т/ч,,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_456,EQU_1060,Вместимость приемного бункера,%,,10,20,Относительно исходного технологического задания,High,ГП № 3-2024.pdf,2026-07-03
PAR_457,EQU_1060,Вместимость разгрузочного бункера,%,,10,35,Относительно исходного технологического задания,High,ГП № 3-2024.pdf,2026-07-03
PAR_458,EQU_1060,Надежность,%,80,,,За счет резервирования по мощности и производительности,High,ГП № 3-2024.pdf,2026-07-03
PAR_459,PRO_1072,Время простоя,часы,,,,Время простоя горнодобывающего оборудования из-за аварийных отказов,High,ГП № 3-2024.pdf,2026-07-03
PAR_460,PRO_1072,Производительность,единицы продукции/час,,,,Производительность горнодобывающего оборудования,High,ГП № 3-2024.pdf,2026-07-03
PAR_461,EQU_810,Расход топлива,,,,,Анализ статистики отказов и датчиков,High,ГП № 3-2024.pdf,2026-07-03
PAR_462,EQU_810,Обороты двигателя,,,,,Анализ статистики отказов и датчиков,High,ГП № 3-2024.pdf,2026-07-03
PAR_463,EQU_1083,Расход топлива,л/ч,,80.25,87.39,Среднемесячные значения для машины с неисправностями и без,High,ГП № 3-2024.pdf,2026-07-03
PAR_464,EQU_1084,Общее количество аварийных отказов,штук,1299,,,За время эксплуатации,High,ГП № 3-2024.pdf,2026-07-03
PAR_465,EQU_1084,Общее время простоя,часов,"13699,6",,,За время эксплуатации,High,ГП № 3-2024.pdf,2026-07-03
PAR_466,EQU_810,Время простоя,часы,,,,Показатель эффективности в горном производстве,High,ГП № 3-2024.pdf,2026-07-03
PAR_467,PRO_1092,Фрактальная размерность D,,,,,Измерение степени изрезанности сигнала,High,ГП № 3-2024.pdf,2026-07-03
PAR_468,PRO_1093,Фазовое пространство,,,,,Локальное вычисление фазы активации,High,ГП № 3-2024.pdf,2026-07-03
PAR_469,PRO_1095,Объем данных,,,,"Больше, чем для традиционных алгоритмов",Требования к объему данных для обучения,High,ГП № 3-2024.pdf,2026-07-03
PAR_470,PRO_1096,Временные диапазоны сигналов,,,,,Анализ данных с датчиков для прогнозирования отказов,High,ГП № 3-2024.pdf,2026-07-03
PAR_471,PRO_1096,Метрики сетевых структур,,,,,Выявление связи с снижением ресурса машин,High,ГП № 3-2024.pdf,2026-07-03
PAR_472,EQU_1097,Точность данных геологического опробования,,,,,"Достигается за счет инструментов проверки на ошибки в таблицах координат устьев скважин, инклинометрии и опробования.",High,ГП № 3-2024.pdf,2026-07-03
PAR_473,EQU_1101,wireframe modelling methods,,,,,"Методы каркасного моделирования, реализованные в MINEFRAME, обеспечивают возможность создания каркасных моделей пластов с высокой детализацией в зонах разломов.",High,ГП № 3-2024.pdf,2026-07-03
PAR_474,PRO_115,размеры блоков,не указаны,,,,заданные размеры блоков для создания блочной модели,High,ГП № 3-2024.pdf,2026-07-03
PAR_475,EQU_1097,Точность данных,,,,,Точность и корректность введённых данных геологического опробования при формировании БД опробования,High,ГП № 3-2024.pdf,2026-07-03
PAR_476,EQU_1097,Методы моделирования,,Триангуляция по методу Кунса и Делоне,,,"Методы каркасного моделирования, реализованные в МАЙНФРЕЙМ",High,ГП № 3-2024.pdf,2026-07-03
PAR_477,PRO_1111,Сумма баллов,баллы,,0,35,Оценка бизнес-выгод проекта цифровизации,High,ГП № 3-2024.pdf,2026-07-03
PAR_478,EQU_1113,производительность,т/год,10000,,,При полной загрузке,High,ГП № 3-2024.pdf,2026-07-03
PAR_479,PRO_1115,Сумма баллов оценки проекта,Баллы,56,35,70,Оценка потенциала проекта по цифровизации мини-завода АЗОТТЕХ,High,ГП № 3-2024.pdf,2026-07-03
PAR_480,PRO_1116,Сложность внедрения,,,,,Высокий уровень сложности внедрения и затрат на разработку и поддержку системы.,High,ГП № 3-2024.pdf,2026-07-03
PAR_481,FAC_1117,Эффективность производства,,,,,Повышение эффективности за счет внедрения автоматизированных систем и оптимизации процессов.,High,ГП № 3-2024.pdf,2026-07-03
PAR_482,PRO_1121,Продолжительность варки,часы,,,,Корректировка условий варки в зависимости от физико-химических показателей,High,ГП № 3-2024.pdf,2026-07-03
PAR_483,EQU_1122,Частота отклонений физико-химических показателей,%,4,,,Отклонения физико-химических показателей компонентов взрывчатого вещества,High,ГП № 3-2024.pdf,2026-07-03
PAR_484,EQU_1124,Состояние торцевого уплотнения,,,,,Выход из строя торцевых уплотнений,High,ГП № 3-2024.pdf,2026-07-03
PAR_485,EQU_1125,Состояние оборудования,,,,,Поломка коллоидной мельницы,High,ГП № 3-2024.pdf,2026-07-03
PAR_486,PRO_1127,Извлечение металлов,%,,60,90,При механохимической обработке хвостов обогащения,High,ГП № 3-2024.pdf,2026-07-03
PAR_487,PRO_1128,Прочность,МПа,,0.68,1.32,В зависимости от варианта активации хвостов,High,ГП № 3-2024.pdf,2026-07-03
PAR_488,PRO_1130,содержание серной кислоты,г/л,,2,10,влияет на извлечение металлов в продукционный раствор,High,ГП № 3-2024.pdf,2026-07-03
PAR_489,PRO_1130,содержание хлорида натрия,г/л,,20,160,влияет на извлечение металлов в продукционный раствор,High,ГП № 3-2024.pdf,2026-07-03
PAR_490,PRO_1130,отношение массы жидкого вещества к массе твердого,раз,,4,10,влияет на извлечение металлов в продукционный раствор,High,ГП № 3-2024.pdf,2026-07-03
PAR_491,PRO_1130,время выщелачивания,ч,,"0,25",1,влияет на извлечение металлов в продукционный раствор,High,ГП № 3-2024.pdf,2026-07-03
PAR_492,PRO_1130,частота вращения роторов дезинтегратора,Гц,,50,200,влияет на активацию минералов,High,ГП № 3-2024.pdf,2026-07-03
PAR_493,PRO_1135,извлечение металлов,%,,50,80,при механохимической активации в дезинтеграторе,High,ГП № 3-2024.pdf,2026-07-03
PAR_494,PRO_1139,Содержание H2SO4,г/дм3,6,,,Для Садонских руд,High,ГП № 3-2024.pdf,2026-07-03
PAR_495,PRO_1139,Содержание соли,г/дм3,90,,,Для Садонских руд,High,ГП № 3-2024.pdf,2026-07-03
PAR_496,PRO_1139,Соотношение жидкого и твердого,,7,,,Для Садонских руд,High,ГП № 3-2024.pdf,2026-07-03
PAR_497,PRO_1139,Время выщелачивания,ч,"0,625",,,Для Садонских руд,High,ГП № 3-2024.pdf,2026-07-03
PAR_498,PRO_1139,Скорость вращения роторов,Гц,125,,,Для Садонских руд,High,ГП № 3-2024.pdf,2026-07-03
PAR_499,PRO_1135,Время выщелачивания,время,,,,Регулируемый параметр механохимического выщелачивания,High,ГП № 3-2024.pdf,2026-07-03
PAR_500,PRO_1135,Содержание хлорида натрия,,,,,Влияние на извлечение металлов в раствор,High,ГП № 3-2024.pdf,2026-07-03
PAR_501,PRO_1135,Содержание серной кислоты,,,,,Влияние на извлечение металлов в раствор,High,ГП № 3-2024.pdf,2026-07-03
PAR_502,EQU_1136,Частота вращения роторов,,,,,Влияние на извлечение металлов в раствор,High,ГП № 3-2024.pdf,2026-07-03
PAR_503,PRO_1135,Соотношение Ж:Т,,,,,Влияние на извлечение металлов в раствор,High,ГП № 3-2024.pdf,2026-07-03
PAR_504,PRO_1152,потеря угля,%,12,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_505,PRO_1152,потеря меди,%,3,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_506,PRO_1152,потеря железа,%,4,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_507,EQU_1158,Глубина фрезерования,мм,400,,,При подготовке торфяных полей,High,ГП № 3-2024.pdf,2026-07-03
PAR_508,PRO_1165,Полнота извлечения металлов,%,,50,80,"Зависит от типа и количества реагентов, соотношения жидкой и твердой компонент и скорости обработки в дезинтеграторе",High,ГП № 3-2024.pdf,2026-07-03
PAR_509,EQU_1169,Угол наклона,Градусы,,0,90,Фрезерование в условиях реального рельефа поверхности,High,ГП № 3-2024.pdf,2026-07-03
PAR_510,EQU_1174,коэффициент сопротивления резанию,,1,,,для мерзлой торфяной залежи у плоского ножа,High,ГП № 3-2024.pdf,2026-07-03
PAR_511,PRO_81,pH,,,8,12,Значение pH при флотации,High,ГП № 3-2024.pdf,2026-07-03
PAR_512,PRO_81,Расход собирателей,г/т,100,,,Расход собирателей при флотации,High,ГП № 3-2024.pdf,2026-07-03
PAR_513,PRO_1221,Количество,штук,,"1,7 тыс.","20,2 тыс.",Количество сейсмособытий в зоне ведения горных работ и в консоли,High,ГП № 3-2024.pdf,2026-07-03
PAR_514,PRO_1221,Суммарная выделившаяся энергия,Дж,,"3,5·10^7","1,8·10^9",Суммарная выделившаяся сейсмическая энергия событий в зоне ведения горных работ и в консоли,High,ГП № 3-2024.pdf,2026-07-03
PAR_515,PRO_81,рН-фактор,,,10,12,"Условия применения купоросов меди, цинка и железа",High,ГП № 3-2024.pdf,2026-07-03
PAR_516,EXP_1225,энергетический индекс,,,,,Количественный параметр сейсмического процесса в подработанной толще пород,High,ГП № 3-2024.pdf,2026-07-03
PAR_517,EXP_1225,кумулятивный кажущийся объем,,,,,Количественный параметр сейсмического процесса в подработанной толще пород,High,ГП № 3-2024.pdf,2026-07-03
PAR_518,PRO_81,pH,,,8,12,флотация сфалерита и пирита с бутиловым ксантогенатом,High,ГП № 3-2024.pdf,2026-07-03
PAR_519,PRO_81,pH,,,8,12,влияет на флотируемость руд сложного вещественного состава,High,ГП № 3-2024.pdf,2026-07-03
PAR_520,PRO_81,расход медного купороса,г/т,200,,,максимальная активация флотации пирита,High,ГП № 3-2024.pdf,2026-07-03
PAR_521,PRO_81,расход железного купороса,г/т,,,,активирующее воздействие на флотацию пирита при pH 8 и 10,High,ГП № 3-2024.pdf,2026-07-03
PAR_522,PRO_81,расход цинкового купороса,г/т,400,,,снижение выхода ценного компонента,High,ГП № 3-2024.pdf,2026-07-03
PAR_523,MAT_1233,мощность рудного тела,метры,,40,150,Месторождение Апатитовый Цирк,High,ГП № 3-2024.pdf,2026-07-03
PAR_524,MAT_1233,угол падения залежи,градусы,,15,50,Месторождение Апатитовый Цирк,High,ГП № 3-2024.pdf,2026-07-03
PAR_525,MAT_1233,длина рудного тела,метры,2350,,,Месторождение Апатитовый Цирк,High,ГП № 3-2024.pdf,2026-07-03
PAR_526,PRO_1237,Сейсмическая энергия,Не указана,,,,Отклонение от средней энергии событий с таким же сейсмическим моментом,High,ГП № 3-2024.pdf,2026-07-03
PAR_527,PRO_1238,Объем,Не указан,,,,Интегральная оценка деформации в определенной области,High,ГП № 3-2024.pdf,2026-07-03
PAR_528,EXP_1240,Геологические погрешности,%,,5,20,Снижение ожидаемых технико-экономических показателей проекта из-за недостаточно достоверной разведки,High,ГП № 3-2024.pdf,2026-07-03
PAR_529,PRO_1241,уровень геологических погрешностей,%,,5,20,при недостаточно достоверной разведке месторождений,High,ГП № 3-2024.pdf,2026-07-03
PAR_530,PRO_1245,lg EI,,,,,Исследование сейсмической активности на месторождении Апатитовый Цирк,High,ГП № 3-2024.pdf,2026-07-03
PAR_531,PRO_1246,CAV,,,,,Исследование сейсмической активности на месторождении Апатитовый Цирк,High,ГП № 3-2024.pdf,2026-07-03
PAR_532,EXP_1263,скорость понижения добычных работ,,,,,влияет на производительность карьера,High,ГП № 3-2024.pdf,2026-07-03
PAR_533,EXP_1263,высота уступа,,,,,влияет на производительность карьера,High,ГП № 3-2024.pdf,2026-07-03
PAR_534,EXP_1263,длина экскаваторного блока,,,,,влияет на производительность карьера,High,ГП № 3-2024.pdf,2026-07-03
PAR_535,MAT_1265,Концентрация,Не указана,,,,В атмосфере,High,ГП № 3-2024.pdf,2026-07-03
PAR_536,PRO_1269,Молярная масса вещества,не указана,,,,Результаты измерений спутниковых спектрометров показывают общую молярную массу вещества по высоте атмосферного столба,High,ГП № 3-2024.pdf,2026-07-03
PAR_537,EQU_1277,пространственное разрешение,км,"7×3,5",,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_538,EQU_1278,полоса обзора,градусы широты,52º с.ш. – 52º ю.ш.,52º с.ш.,52º ю.ш.,,High,ГП № 3-2024.pdf,2026-07-03
PAR_539,EQU_1278,пространственное разрешение,м,60,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_540,PRO_1289,коэффициент спектральной яркости,,,,,Используется для классификации горных пород,High,ГП № 3-2024.pdf,2026-07-03
PAR_541,EQU_1295,спектральная яркость,,,,,при дешифрировании космических снимков,High,ГП № 3-2024.pdf,2026-07-03
PAR_542,MAT_1297,Гранулометрический состав,сантиметры,,несколько,десяток,Изменение гранулометрического состава породного массива тектонической зоны,High,ГП № 3-2024.pdf,2026-07-03
PAR_543,MAT_1302,Прочность скрепления,МН на метр,"0,120",,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_544,MAT_1302,Устойчивость к деформации,МН,"0,120",,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_545,MAT_1303,Диаметр арматуры,мм,20,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_546,MAT_1304,Прочность на сжатие,МПа,35,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_547,MAT_1304,Коэффициент поглощения энергии RDP,Дж,450,,,на 28 день,High,ГП № 3-2024.pdf,2026-07-03
PAR_548,MAT_1304,8-часовая прочность на сжатие,МПа,5,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_549,MAT_1304,28-суточная прочность на сжатие,МПа,35,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_550,MAT_1304,Коэффициент поглощения энергии RDP на 28 сутки,Дж,450,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_551,PRO_1307,Доля низкоуглеродной генерации,%,,"33,9","56,8",В РФ к 2050 году,High,ГП № 3-2024.pdf,2026-07-03
PAR_552,PRO_1307,Доля угольных ТЭС,%,,,"4,7",В РФ к 2050 году,High,ГП № 3-2024.pdf,2026-07-03
PAR_553,FAC_1309,мощность,кВт,15,,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_554,FAC_1310,мощность,кВт,165,,,приостановлена работа,High,ГП № 3-2024.pdf,2026-07-03
PAR_555,EQU_1311,суммарная мощность,кВт,550,,,введены в эксплуатацию в сёлах Мугур-Аксы и Кызыл-Хая,High,ГП № 3-2024.pdf,2026-07-03
PAR_556,MAT_1315,Объем продаж,млн долл.,,4757.7,5121.2,Мировой рынок оксида магния в период с 2019 по 2024 год,High,ГП № 3-2024.pdf,2026-07-03
PAR_557,FAC_1327,Темп роста производства,%,,3.8,7.6,Годовой темп роста производства соединений магния в разных регионах мира,High,ГП № 3-2024.pdf,2026-07-03
PAR_558,FAC_1328,количество внедрений,автоматизированные рабочие места,более 500,,,внедрение на предприятиях горной промышленности,High,ГП № 3-2024.pdf,2026-07-03
PAR_559,MAT_1315,содержание MgO,процент,,,,в зависимости от источника сырья,High,ГП № 3-2024.pdf,2026-07-03
PAR_560,EQU_1333,Угол наклона траектории движения ковша,°,,60,80,Изменение усилий в канатах подъемной лебедки,High,ГП № 3-2024.pdf,2026-07-03
PAR_561,EQU_1333,Время цикла,с,,"3,76",25,Продолжительность цикла работы экскаватора,High,ГП № 3-2024.pdf,2026-07-03
PAR_562,EQU_1340,Угол наклона траектории копания,градусы,,60,80,Определение рациональной траектории и угла отработки уступа,High,ГП № 3-2024.pdf,2026-07-03
PAR_563,EQU_1340,Усилия в канатах подъемной лебедки,,,,,Анализ полученных значений усилия в канатах подъемной лебедки при трех линейных траекториях копания,High,ГП № 3-2024.pdf,2026-07-03
PAR_564,PRO_1343,Рост объёмов производства,%,,10,15,При сокращении времени простоя технологического оборудования,High,ГП № 3-2024.pdf,2026-07-03
PAR_565,PRO_1343,Увеличение скорости процессов разработки,раз,,1.5,2,,High,ГП № 3-2024.pdf,2026-07-03
PAR_566,PRO_1343,Сокращение расходов на физические тесты продукции,%,,50,70,,High,ГП № 3-2024.pdf,2026-07-03
PAR_567,PRO_1343,Сокращение расходов на менеджмент логистических цепочек,%,,20,30,,High,ГП № 3-2024.pdf,2026-07-03
PAR_568,PRO_1343,Оптимизация технологических процессов,%,,30,,,High,ГП № 3-2024.pdf,2026-07-03
PAR_569,EQU_1344,Длительность рабочего цикла,с,"26,75",,,"Работа выполнена машинистом 8-й категории, разрабатываемая порода III категории, горная масса без негабаритов, рабочая площадка горизонтальная, климатические и погодные условия – нормальные",High,ГП № 3-2024.pdf,2026-07-03
PAR_570,EQU_1344,Угол наклона траектории отработки забоя,°,,50,90,Для III категории породы,High,ГП № 3-2024.pdf,2026-07-03
PAR_571,EQU_1344,Усилие в канатах подъёмной лебёдки,Н,342287,,,Точка разгрузки (15 с),High,ГП № 3-2024.pdf,2026-07-03
PAR_572,EQU_1344,Угол наклона траектории движения ковша,°,,60,80,,High,ГП № 3-2024.pdf,2026-07-03
PAR_573,PRO_1358,Экономический эффект,млн руб.,"434,6",,,Фактический экономический эффект от реализованных проектов за 2020–2023 гг.,High,ГП № 3-2024.pdf,2026-07-03
PAR_574,PRO_1359,Объем переработки,тонн/год,,,,Зависит от объемов добычи угля и спроса на рынке,High,ГП № 3-2024.pdf,2026-07-03
PAR_575,PRO_1359,Качество угля,,,,,Определяет возможности переработки и рынки сбыта,High,ГП № 3-2024.pdf,2026-07-03
PAR_576,PRO_1360,Количество участников,чел.,125,,,Результаты аттестации на разрезе «Бородинский»,High,ГП № 3-2024.pdf,2026-07-03
